"SPECIES","GENEID","SCORE"
"drosophila","10178890",0.0555555555555556
"drosophila","12798405",0.0555555555555556
"drosophila","12798583",0.0555555555555556
"drosophila","14462762",0.0555555555555556
"drosophila","30522410",0.0555555555555556
"drosophila","318936",0.0555555555555556
"drosophila","318942",0.0555555555555556
"drosophila","32685",0.0555555555555556
"drosophila","32713",0.0555555555555556
"drosophila","3355102",0.0555555555555556
"drosophila","34621",0.0555555555555556
"drosophila","36195",0.0555555555555556
"drosophila","37728",0.0555555555555556
"drosophila","37735",0.0555555555555556
"drosophila","38409",0.0555555555555556
"drosophila","39704",0.0555555555555556
"drosophila","39712",0.0555555555555556
"drosophila","42381",0.0555555555555556
"drosophila","50133",0.0555555555555556
"drosophila","54520428",0.0555555555555556
"drosophila","43202",0.05
"drosophila","19893555",0.0486111111111111
"drosophila","19893542",0.047979797979798
"drosophila","50039",0.0462962962962963
"drosophila","10178949",0.0436507936507936
"drosophila","19893552",0.0436507936507936
"drosophila","41767",0.0436507936507936
"drosophila","43157",0.0436507936507936
"drosophila","47901",0.0436507936507936
"drosophila","8673962",0.0436507936507936
"drosophila","192506",0.0416666666666667
"drosophila","3355108",0.0416666666666667
"drosophila","48316",0.0408496732026144
"drosophila","3346142",0.0404040404040404
"drosophila","12798106",0.0388888888888889
"drosophila","12798341",0.0388888888888889
"drosophila","19893538",0.0388888888888889
"drosophila","318989",0.0388888888888889
"drosophila","36576",0.0388888888888889
"drosophila","38702",0.0388888888888889
"drosophila","38703",0.0388888888888889
"drosophila","39462",0.0388888888888889
"drosophila","4379891",0.0388888888888889
"drosophila","59159",0.0388888888888889
"drosophila","38620",0.0376984126984127
"drosophila","34472",0.0370991797166294
"drosophila","5740714",0.037037037037037
"drosophila","32194",0.0363247863247863
"drosophila","3354890",0.0354406130268199
"drosophila","12797876",0.0347222222222222
"drosophila","19835366",0.0347222222222222
"drosophila","326108",0.0347222222222222
"drosophila","39545",0.0347222222222222
"drosophila","5740196",0.0347222222222222
"drosophila","7354382",0.0347222222222222
"drosophila","38554",0.0337606837606838
"drosophila","39326",0.0336805555555556
"drosophila","36943",0.033625730994152
"drosophila","34471",0.0333333333333333
"drosophila","319014",0.0329286239882266
"drosophila","12798107",0.0328282828282828
"drosophila","246668",0.0328282828282828
"drosophila","31700",0.0328282828282828
"drosophila","36196",0.0328282828282828
"drosophila","41758",0.0328282828282828
"drosophila","19893539",0.0322222222222222
"drosophila","3355124",0.0310457516339869
"drosophila","36944",0.0310457516339869
"drosophila","19893558",0.0307807807807808
"drosophila","35076",0.0299145299145299
"drosophila","3355143",0.0285285285285285
"drosophila","8674097",0.0283816425120773
"drosophila","43771",0.0277777777777778
"drosophila","10178787",0.0277777777777778
"drosophila","10178910",0.0277777777777778
"drosophila","117464",0.0277777777777778
"drosophila","12797993",0.0277777777777778
"drosophila","12798253",0.0277777777777778
"drosophila","12798518",0.0277777777777778
"drosophila","14462464",0.0277777777777778
"drosophila","14462470",0.0277777777777778
"drosophila","14462512",0.0277777777777778
"drosophila","14462596",0.0277777777777778
"drosophila","14462678",0.0277777777777778
"drosophila","14462740",0.0277777777777778
"drosophila","14462757",0.0277777777777778
"drosophila","14462795",0.0277777777777778
"drosophila","14462810",0.0277777777777778
"drosophila","14462851",0.0277777777777778
"drosophila","14462862",0.0277777777777778
"drosophila","19834892",0.0277777777777778
"drosophila","19835307",0.0277777777777778
"drosophila","19835488",0.0277777777777778
"drosophila","19835635",0.0277777777777778
"drosophila","19835885",0.0277777777777778
"drosophila","246398",0.0277777777777778
"drosophila","246404",0.0277777777777778
"drosophila","246434",0.0277777777777778
"drosophila","246634",0.0277777777777778
"drosophila","2768958",0.0277777777777778
"drosophila","2768982",0.0277777777777778
"drosophila","2768983",0.0277777777777778
"drosophila","31483",0.0277777777777778
"drosophila","317955",0.0277777777777778
"drosophila","318193",0.0277777777777778
"drosophila","32007",0.0277777777777778
"drosophila","32711",0.0277777777777778
"drosophila","32719",0.0277777777777778
"drosophila","33214",0.0277777777777778
"drosophila","33515",0.0277777777777778
"drosophila","3355120",0.0277777777777778
"drosophila","3355132",0.0277777777777778
"drosophila","3355149",0.0277777777777778
"drosophila","33708",0.0277777777777778
"drosophila","35853",0.0277777777777778
"drosophila","36186",0.0277777777777778
"drosophila","36221",0.0277777777777778
"drosophila","36387",0.0277777777777778
"drosophila","37267",0.0277777777777778
"drosophila","37312",0.0277777777777778
"drosophila","3772289",0.0277777777777778
"drosophila","3772524",0.0277777777777778
"drosophila","37841",0.0277777777777778
"drosophila","38584",0.0277777777777778
"drosophila","3885636",0.0277777777777778
"drosophila","39205",0.0277777777777778
"drosophila","39602",0.0277777777777778
"drosophila","39700",0.0277777777777778
"drosophila","39710",0.0277777777777778
"drosophila","39882",0.0277777777777778
"drosophila","41200",0.0277777777777778
"drosophila","41202",0.0277777777777778
"drosophila","41773",0.0277777777777778
"drosophila","42470",0.0277777777777778
"drosophila","43118",0.0277777777777778
"drosophila","43122",0.0277777777777778
"drosophila","43160",0.0277777777777778
"drosophila","43251",0.0277777777777778
"drosophila","44481",0.0277777777777778
"drosophila","44482",0.0277777777777778
"drosophila","45017",0.0277777777777778
"drosophila","46040",0.0277777777777778
"drosophila","48343",0.0277777777777778
"drosophila","50192",0.0277777777777778
"drosophila","50227",0.0277777777777778
"drosophila","50428",0.0277777777777778
"drosophila","54520439",0.0277777777777778
"drosophila","5740143",0.0277777777777778
"drosophila","5740205",0.0277777777777778
"drosophila","5740583",0.0277777777777778
"drosophila","5740784",0.0277777777777778
"drosophila","8673980",0.0277777777777778
"drosophila","8674013",0.0277777777777778
"drosophila","8674059",0.0277777777777778
"drosophila","8674064",0.0277777777777778
"drosophila","31526",0.0269485903814262
"drosophila","35480",0.0264094143404488
"drosophila","35211",0.0260196905766526
"drosophila","317909",0.0255555555555556
"drosophila","38575",0.0255555555555556
"drosophila","41493",0.0252525252525253
"drosophila","5740542",0.0252525252525253
"drosophila","39601",0.025027502750275
"drosophila","246646",0.0248538011695906
"drosophila","3355041",0.0248538011695906
"drosophila","3355135",0.0248538011695906
"drosophila","37982",0.0248538011695906
"drosophila","40486",0.0248538011695906
"drosophila","14462900",0.0243055555555556
"drosophila","35245",0.0243055555555556
"drosophila","43207",0.0243055555555556
"drosophila","318778",0.0239463601532567
"drosophila","117462",0.0235042735042735
"drosophila","19835569",0.0235042735042735
"drosophila","2768844",0.0235042735042735
"drosophila","34433",0.0235042735042735
"drosophila","34470",0.0235042735042735
"drosophila","36271",0.0235042735042735
"drosophila","38440",0.0235042735042735
"drosophila","38683",0.0235042735042735
"drosophila","3885590",0.0235042735042735
"drosophila","43820",0.0235042735042735
"drosophila","43782",0.0232426303854875
"drosophila","32593",0.0230034722222222
"drosophila","42098",0.0229468599033816
"drosophila","3355013",0.0225366876310273
"drosophila","2768951",0.0224867724867725
"drosophila","10178785",0.0222222222222222
"drosophila","12797949",0.0222222222222222
"drosophila","12798254",0.0222222222222222
"drosophila","246608",0.0222222222222222
"drosophila","26067050",0.0222222222222222
"drosophila","30981",0.0222222222222222
"drosophila","34704",0.0222222222222222
"drosophila","35101",0.0222222222222222
"drosophila","3772419",0.0222222222222222
"drosophila","38389",0.0222222222222222
"drosophila","38680",0.0222222222222222
"drosophila","3885627",0.0222222222222222
"drosophila","39599",0.0222222222222222
"drosophila","39805",0.0222222222222222
"drosophila","42464",0.0222222222222222
"drosophila","43203",0.0222222222222222
"drosophila","43205",0.0222222222222222
"drosophila","43544",0.0222222222222222
"drosophila","43824",0.0222222222222222
"drosophila","5740115",0.0222222222222222
"drosophila","5740811",0.0222222222222222
"drosophila","8673967",0.0222222222222222
"drosophila","43797",0.021640826873385
"drosophila","3355066",0.0214646464646465
"drosophila","43836",0.0212698412698413
"drosophila","117492",0.0212418300653595
"drosophila","19835571",0.0212418300653595
"drosophila","2768952",0.0212418300653595
"drosophila","2768988",0.0212418300653595
"drosophila","31032",0.0212418300653595
"drosophila","317823",0.0212418300653595
"drosophila","317917",0.0212418300653595
"drosophila","33846",0.0212418300653595
"drosophila","3772111",0.0212418300653595
"drosophila","26067055",0.0211352657004831
"drosophila","49968",0.0210027100271003
"drosophila","3354919",0.0210027100271003
"drosophila","19835594",0.0208333333333333
"drosophila","246395",0.0208333333333333
"drosophila","317938",0.0208333333333333
"drosophila","3354925",0.0208333333333333
"drosophila","3772188",0.0208333333333333
"drosophila","2768980",0.0208155726058539
"drosophila","117366",0.0206093189964158
"drosophila","317817",0.0206093189964158
"drosophila","36532",0.0206093189964158
"drosophila","3354896",0.020568278201866
"drosophila","5740846",0.0205314009661836
"drosophila","36269",0.0204678362573099
"drosophila","43262",0.0202448210922787
"drosophila","43781",0.019893255701116
"drosophila","117459",0.0198412698412698
"drosophila","12797953",0.0198412698412698
"drosophila","12798466",0.0198412698412698
"drosophila","12798530",0.0198412698412698
"drosophila","14462714",0.0198412698412698
"drosophila","19834823",0.0198412698412698
"drosophila","246551",0.0198412698412698
"drosophila","30522408",0.0198412698412698
"drosophila","318105",0.0198412698412698
"drosophila","32453",0.0198412698412698
"drosophila","32892",0.0198412698412698
"drosophila","33706",0.0198412698412698
"human","100127889",0.0555555555555556
"human","100129792",0.0555555555555556
"human","100132146",0.0555555555555556
"human","100288323",0.0555555555555556
"human","100337616",0.0555555555555556
"human","100505876",0.0555555555555556
"human","1070",0.0555555555555556
"human","10896",0.0555555555555556
"human","11015",0.0555555555555556
"human","118924",0.0555555555555556
"human","144363",0.0555555555555556
"human","1470",0.0555555555555556
"human","165679",0.0555555555555556
"human","1670",0.0555555555555556
"human","2171",0.0555555555555556
"human","222659",0.0555555555555556
"human","245909",0.0555555555555556
"human","245939",0.0555555555555556
"human","246184",0.0555555555555556
"human","254950",0.0555555555555556
"human","255349",0.0555555555555556
"human","2792",0.0555555555555556
"human","285965",0.0555555555555556
"human","305",0.0555555555555556
"human","337967",0.0555555555555556
"human","337968",0.0555555555555556
"human","337970",0.0555555555555556
"human","337972",0.0555555555555556
"human","337973",0.0555555555555556
"human","337974",0.0555555555555556
"human","337975",0.0555555555555556
"human","337976",0.0555555555555556
"human","337977",0.0555555555555556
"human","337978",0.0555555555555556
"human","337979",0.0555555555555556
"human","337985",0.0555555555555556
"human","344901",0.0555555555555556
"human","387273",0.0555555555555556
"human","389124",0.0555555555555556
"human","399968",0.0555555555555556
"human","401136",0.0555555555555556
"human","440023",0.0555555555555556
"human","440050",0.0555555555555556
"human","440519",0.0555555555555556
"human","4490",0.0555555555555556
"human","4709",0.0555555555555556
"human","503618",0.0555555555555556
"human","514",0.0555555555555556
"human","5569",0.0555555555555556
"human","57830",0.0555555555555556
"human","59351",0.0555555555555556
"human","613212",0.0555555555555556
"human","6161",0.0555555555555556
"human","6170",0.0555555555555556
"human","6356",0.0555555555555556
"human","6357",0.0555555555555556
"human","6362",0.0555555555555556
"human","6415",0.0555555555555556
"human","643155",0.0555555555555556
"human","644145",0.0555555555555556
"human","644444",0.0555555555555556
"human","647121",0.0555555555555556
"human","653240",0.0555555555555556
"human","6990",0.0555555555555556
"human","728299",0.0555555555555556
"human","746",0.0555555555555556
"human","83755",0.0555555555555556
"human","84616",0.0555555555555556
"human","84651",0.0555555555555556
"human","84987",0.0555555555555556
"human","8519",0.0555555555555556
"human","85285",0.0555555555555556
"human","388698",0.0528143274853801
"human","84328",0.0522222222222222
"human","100507679",0.0520697775299002
"human","113835",0.0517676767676768
"human","10228",0.0515873015873016
"human","5996",0.0515873015873016
"human","127124",0.0506535947712418
"human","390195",0.0506535947712418
"human","653808",0.0506535947712418
"human","388697",0.0505847953216374
"human","4257",0.05
"human","2280",0.05
"human","119504",0.0491452991452992
"human","389073",0.0491452991452992
"human","440051",0.0491452991452992
"human","56158",0.0491452991452992
"human","728224",0.0491452991452992
"human","85289",0.0491452991452992
"human","85291",0.0491452991452992
"human","5686",0.0488888888888889
"human","26219",0.0486111111111111
"human","81061",0.0486111111111111
"human","10513",0.0482456140350877
"human","100271836",0.047979797979798
"human","154907",0.047979797979798
"human","23643",0.047979797979798
"human","253635",0.047979797979798
"human","337882",0.047979797979798
"human","3858",0.047979797979798
"human","387264",0.047979797979798
"human","388813",0.047979797979798
"human","440153",0.047979797979798
"human","504191",0.047979797979798
"human","641298",0.047979797979798
"human","79785",0.047979797979798
"human","98",0.047979797979798
"human","25978",0.0474910394265233
"human","4071",0.0474910394265233
"human","219965",0.0472222222222222
"human","51348",0.0470521541950113
"human","147741",0.0467836257309941
"human","343099",0.0467836257309941
"human","567",0.0467836257309941
"human","1178",0.0462962962962963
"human","118426",0.0462962962962963
"human","245930",0.0462962962962963
"human","26595",0.0462962962962963
"human","337960",0.0462962962962963
"human","387266",0.0462962962962963
"human","388692",0.0462962962962963
"human","390148",0.0462962962962963
"human","390271",0.0462962962962963
"human","441369",0.0462962962962963
"human","442862",0.0462962962962963
"human","50511",0.0462962962962963
"human","50836",0.0462962962962963
"human","594857",0.0462962962962963
"human","7103",0.0462962962962963
"human","729603",0.0462962962962963
"human","84932",0.0462962962962963
"human","8743",0.0462962962962963
"human","90624",0.0462962962962963
"human","9081",0.0462962962962963
"human","9341",0.0462962962962963
"human","80705",0.0461922596754057
"human","137835",0.046031746031746
"human","374864",0.045959595959596
"human","57489",0.0458937198067633
"human","84460",0.0458937198067633
"human","80254",0.0458418541240627
"human","286499",0.0457516339869281
"human","7697",0.045668549905838
"human","10800",0.0455555555555556
"human","124512",0.0455555555555556
"human","144608",0.0455555555555556
"human","50831",0.0455555555555556
"human","50840",0.0455555555555556
"human","11154",0.0453216374269006
"human","10575",0.0452991452991453
"human","5890",0.0452815829528158
"human","169270",0.0451388888888889
"human","1990",0.0451388888888889
"human","257415",0.0451388888888889
"human","282775",0.0451388888888889
"human","2856",0.0451388888888889
"human","3445",0.0451388888888889
"human","353324",0.0451388888888889
"human","3848",0.0451388888888889
"human","50852",0.0451388888888889
"human","5193",0.0451388888888889
"human","55088",0.0451388888888889
"human","649446",0.0451388888888889
"human","729171",0.0451388888888889
"human","54819",0.0449921752738654
"human","90592",0.0449921752738654
"human","339965",0.0447413061916879
"human","120065",0.0446859903381642
"human","284827",0.0446859903381642
"human","79334",0.0446859903381642
"human","84057",0.0446859903381642
"human","80723",0.0444444444444445
"human","10190",0.0441919191919192
"human","58533",0.0441520467836257
"human","51213",0.0439814814814815
"human","10111",0.0439068100358423
"human","2803",0.043859649122807
"human","100131902",0.0436507936507936
"human","100886964",0.0436507936507936
"human","119369",0.0436507936507936
"human","132203",0.0436507936507936
"human","134466",0.0436507936507936
"human","144448",0.0436507936507936
"human","148198",0.0436507936507936
"human","148823",0.0436507936507936
"human","149840",0.0436507936507936
"human","1669",0.0436507936507936
"human","1672",0.0436507936507936
"human","200132",0.0436507936507936
"human","2520",0.0436507936507936
"human","2641",0.0436507936507936
"human","284293",0.0436507936507936
"human","2996",0.0436507936507936
"human","3448",0.0436507936507936
"human","3449",0.0436507936507936
"human","353164",0.0436507936507936
"human","3574",0.0436507936507936
"human","389831",0.0436507936507936
"human","400955",0.0436507936507936
"human","404203",0.0436507936507936
"human","415117",0.0436507936507936
"human","440087",0.0436507936507936
"human","475",0.0436507936507936
"human","4888",0.0436507936507936
"human","494119",0.0436507936507936
"human","5121",0.0436507936507936
"human","51247",0.0436507936507936
"human","51646",0.0436507936507936
"human","613227",0.0436507936507936
"human","641700",0.0436507936507936
"human","646627",0.0436507936507936
"human","79366",0.0436507936507936
"human","80318",0.0436507936507936
"human","81871",0.0436507936507936
"human","83544",0.0436507936507936
"human","90488",0.0436507936507936
"human","9406",0.0436507936507936
"human","9419",0.0436507936507936
"human","9976",0.0436507936507936
"human","9982",0.0436507936507936
"human","84698",0.0433723196881092
"human","518",0.0431442080378251
"human","7556",0.0430555555555555
"human","3824",0.0429292929292929
"human","54149",0.0429292929292929
"human","3849",0.0428436911487759
"human","23548",0.0427350427350427
"human","50624",0.0427350427350427
"human","55216",0.0426689576174112
"human","2804",0.0425889219248981
"human","119682",0.0423976608187134
"human","119764",0.0423976608187134
"human","122748",0.0423976608187134
"human","126638",0.0423976608187134
"human","127391",0.0423976608187134
"human","140258",0.0423976608187134
"human","26225",0.0423976608187134
"human","390058",0.0423976608187134
"human","5726",0.0423976608187134
"human","7419",0.0423976608187134
"human","192666",0.0422222222222222
"human","9648",0.0422222222222222
"human","1758",0.0421146953405018
"human","2312",0.0420524691358025
"human","137868",0.0419896640826873
"human","29896",0.0419896640826873
"human","57116",0.0419896640826873
"human","64231",0.0419896640826873
"human","160365",0.0419191919191919
"mouse","100038489",0.0555555555555556
"mouse","100039042",0.0555555555555556
"mouse","100040201",0.0555555555555556
"mouse","100040214",0.0555555555555556
"mouse","100040972",0.0555555555555556
"mouse","100042342",0.0555555555555556
"mouse","100043842",0.0555555555555556
"mouse","100043856",0.0555555555555556
"mouse","100126773",0.0555555555555556
"mouse","100312956",0.0555555555555556
"mouse","100503353",0.0555555555555556
"mouse","100503949",0.0555555555555556
"mouse","100504263",0.0555555555555556
"mouse","102638913",0.0555555555555556
"mouse","104362",0.0555555555555556
"mouse","11354",0.0555555555555556
"mouse","12626",0.0555555555555556
"mouse","13214",0.0555555555555556
"mouse","13730",0.0555555555555556
"mouse","13999",0.0555555555555556
"mouse","14659",0.0555555555555556
"mouse","16666",0.0555555555555556
"mouse","16700",0.0555555555555556
"mouse","16701",0.0555555555555556
"mouse","16704",0.0555555555555556
"mouse","16988",0.0555555555555556
"mouse","170651",0.0555555555555556
"mouse","170654",0.0555555555555556
"mouse","170656",0.0555555555555556
"mouse","170939",0.0555555555555556
"mouse","17105",0.0555555555555556
"mouse","17110",0.0555555555555556
"mouse","171279",0.0555555555555556
"mouse","17749",0.0555555555555556
"mouse","17843",0.0555555555555556
"mouse","17844",0.0555555555555556
"mouse","19981",0.0555555555555556
"mouse","20365",0.0555555555555556
"mouse","20771",0.0555555555555556
"mouse","226123",0.0555555555555556
"mouse","232415",0.0555555555555556
"mouse","246079",0.0555555555555556
"mouse","246080",0.0555555555555556
"mouse","246082",0.0555555555555556
"mouse","246083",0.0555555555555556
"mouse","258946",0.0555555555555556
"mouse","278203",0.0555555555555556
"mouse","320722",0.0555555555555556
"mouse","353320",0.0555555555555556
"mouse","380845",0.0555555555555556
"mouse","381418",0.0555555555555556
"mouse","381531",0.0555555555555556
"mouse","383295",0.0555555555555556
"mouse","403395",0.0555555555555556
"mouse","432825",0.0555555555555556
"mouse","433180",0.0555555555555556
"mouse","434459",0.0555555555555556
"mouse","435285",0.0555555555555556
"mouse","544881",0.0555555555555556
"mouse","545490",0.0555555555555556
"mouse","574081",0.0555555555555556
"mouse","620858",0.0555555555555556
"mouse","627873",0.0555555555555556
"mouse","640627",0.0555555555555556
"mouse","66364",0.0555555555555556
"mouse","66402",0.0555555555555556
"mouse","665205",0.0555555555555556
"mouse","66576",0.0555555555555556
"mouse","668200",0.0555555555555556
"mouse","66845",0.0555555555555556
"mouse","67328",0.0555555555555556
"mouse","67391",0.0555555555555556
"mouse","68172",0.0555555555555556
"mouse","68479",0.0555555555555556
"mouse","68484",0.0555555555555556
"mouse","68637",0.0555555555555556
"mouse","68740",0.0555555555555556
"mouse","71392",0.0555555555555556
"mouse","73545",0.0555555555555556
"mouse","75497",0.0555555555555556
"mouse","76409",0.0555555555555556
"mouse","80796",0.0555555555555556
"mouse","81007",0.0555555555555556
"mouse","83408",0.0555555555555556
"mouse","97122",0.0555555555555556
"mouse","258732",0.053030303030303
"mouse","68723",0.0529499603827635
"mouse","257872",0.0528673835125448
"mouse","26560",0.0526819923371648
"mouse","258094",0.0524691358024691
"mouse","258734",0.0522222222222222
"mouse","258949",0.0522222222222222
"mouse","258308",0.0519323671497585
"mouse","258393",0.0519323671497585
"mouse","258838",0.0519323671497585
"mouse","259055",0.0519323671497585
"mouse","387352",0.0519323671497585
"mouse","53878",0.0519323671497585
"mouse","665998",0.0519323671497585
"mouse","258166",0.0515873015873016
"mouse","258368",0.0515873015873016
"mouse","258676",0.0515873015873016
"mouse","381716",0.0511695906432749
"mouse","171252",0.0511695906432748
"mouse","236781",0.0511695906432748
"mouse","258436",0.0511695906432748
"mouse","258562",0.0511695906432748
"mouse","258636",0.0511695906432748
"mouse","259080",0.0511695906432748
"mouse","66654",0.0511695906432748
"mouse","434903",0.0508739076154806
"mouse","102631730",0.0506535947712418
"mouse","109901",0.0506535947712418
"mouse","258924",0.0506535947712418
"mouse","258989",0.0506535947712418
"mouse","433107",0.0506535947712418
"mouse","667992",0.0506535947712418
"mouse","57896",0.050453514739229
"mouse","258492",0.0503472222222222
"mouse","268905",0.0503472222222222
"mouse","667962",0.0503003003003003
